icd10,icd10_label,valid_fy2025,valid_fy2026,cc_age_split,cc_sex_split,cc,second_cc,third_cc
S22038A,"Other fracture of third thoracic vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22038B,"Other fracture of third thoracic vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22039A,"Unspecified fracture of third thoracic vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22039B,"Unspecified fracture of third thoracic vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22040A,"Wedge compression fracture of fourth thoracic vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22040B,"Wedge compression fracture of fourth thoracic vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22041A,"Stable burst fracture of fourth thoracic vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22041B,"Stable burst fracture of fourth thoracic vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22042A,"Unstable burst fracture of fourth thoracic vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22042B,"Unstable burst fracture of fourth thoracic vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22048A,"Other fracture of fourth thoracic vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22048B,"Other fracture of fourth thoracic vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22049A,"Unspecified fracture of fourth thoracic vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22049B,"Unspecified fracture of fourth thoracic vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22050A,"Wedge compression fracture of T5-T6 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22050B,"Wedge compression fracture of T5-T6 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22051A,"Stable burst fracture of T5-T6 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22051B,"Stable burst fracture of T5-T6 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22052A,"Unstable burst fracture of T5-T6 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22052B,"Unstable burst fracture of T5-T6 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22058A,"Other fracture of T5-T6 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22058B,"Other fracture of T5-T6 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22059A,"Unspecified fracture of T5-T6 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22059B,"Unspecified fracture of T5-T6 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22060A,"Wedge compression fracture of T7-T8 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22060B,"Wedge compression fracture of T7-T8 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22061A,"Stable burst fracture of T7-T8 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22061B,"Stable burst fracture of T7-T8 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22062A,"Unstable burst fracture of T7-T8 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22062B,"Unstable burst fracture of T7-T8 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22068A,"Other fracture of T7-T8 thoracic vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22068B,"Other fracture of T7-T8 thoracic vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22069A,"Unspecified fracture of T7-T8 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22069B,"Unspecified fracture of T7-T8 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22070A,"Wedge compression fracture of T9-T10 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22070B,"Wedge compression fracture of T9-T10 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22071A,"Stable burst fracture of T9-T10 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22071B,"Stable burst fracture of T9-T10 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22072A,"Unstable burst fracture of T9-T10 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22072B,"Unstable burst fracture of T9-T10 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22078A,"Other fracture of T9-T10 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22078B,"Other fracture of T9-T10 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22079A,"Unspecified fracture of T9-T10 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22079B,"Unspecified fracture of T9-T10 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22080A,"Wedge compression fracture of T11-T12 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22080B,"Wedge compression fracture of T11-T12 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22081A,"Stable burst fracture of T11-T12 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22081B,"Stable burst fracture of T11-T12 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22082A,"Unstable burst fracture of T11-T12 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22082B,"Unstable burst fracture of T11-T12 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22088A,"Other fracture of T11-T12 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22088B,"Other fracture of T11-T12 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S22089A,"Unspecified fracture of T11-T12 vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S22089B,"Unspecified fracture of T11-T12 vertebra, initial encounter for open fracture",Y,Y,,,228,,
S240XXA,"Concussion and edema of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S240XXD,"Concussion and edema of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S240XXS,"Concussion and edema of thoracic spinal cord, sequela",Y,Y,,,110,,
S24101A,"Unspecified injury at T1 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24101D,"Unspecified injury at T1 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24101S,"Unspecified injury at T1 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24102A,"Unspecified injury at T2-T6 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24102D,"Unspecified injury at T2-T6 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24102S,"Unspecified injury at T2-T6 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24103A,"Unspecified injury at T7-T10 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24103D,"Unspecified injury at T7-T10 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24103S,"Unspecified injury at T7-T10 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24104A,"Unspecified injury at T11-T12 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24104D,"Unspecified injury at T11-T12 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24104S,"Unspecified injury at T11-T12 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24109A,"Unspecified injury at unspecified level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24109D,"Unspecified injury at unspecified level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24109S,"Unspecified injury at unspecified level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24111A,"Complete lesion at T1 level of thoracic spinal cord, initial encounter",Y,Y,,,108,,
S24111D,"Complete lesion at T1 level of thoracic spinal cord, subsequent encounter",Y,Y,,,109,,
S24111S,"Complete lesion at T1 level of thoracic spinal cord, sequela",Y,Y,,,109,,
S24112A,"Complete lesion at T2-T6 level of thoracic spinal cord, initial encounter",Y,Y,,,108,,
S24112D,"Complete lesion at T2-T6 level of thoracic spinal cord, subsequent encounter",Y,Y,,,109,,
S24112S,"Complete lesion at T2-T6 level of thoracic spinal cord, sequela",Y,Y,,,109,,
S24113A,"Complete lesion at T7-T10 level of thoracic spinal cord, initial encounter",Y,Y,,,108,,
S24113D,"Complete lesion at T7-T10 level of thoracic spinal cord, subsequent encounter",Y,Y,,,109,,
S24113S,"Complete lesion at T7-T10 level of thoracic spinal cord, sequela",Y,Y,,,109,,
S24114A,"Complete lesion at T11-T12 level of thoracic spinal cord, initial encounter",Y,Y,,,108,,
S24114D,"Complete lesion at T11-T12 level of thoracic spinal cord, subsequent encounter",Y,Y,,,109,,
S24114S,"Complete lesion at T11-T12 level of thoracic spinal cord, sequela",Y,Y,,,109,,
S24119A,"Complete lesion at unspecified level of thoracic spinal cord, initial encounter",Y,Y,,,108,,
S24119D,"Complete lesion at unspecified level of thoracic spinal cord, subsequent encounter",Y,Y,,,109,,
S24119S,"Complete lesion at unspecified level of thoracic spinal cord, sequela",Y,Y,,,109,,
S24131A,"Anterior cord syndrome at T1 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24131D,"Anterior cord syndrome at T1 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24131S,"Anterior cord syndrome at T1 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24132A,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24132D,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24132S,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24133A,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24133D,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24133S,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24134A,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24134D,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24134S,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24139A,"Anterior cord syndrome at unspecified level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24139D,"Anterior cord syndrome at unspecified level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24139S,"Anterior cord syndrome at unspecified level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24141A,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24141D,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24141S,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24142A,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24142D,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24142S,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24143A,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24143D,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24143S,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24144A,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24144D,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24144S,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24149A,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24149D,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24149S,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24151A,"Other incomplete lesion at T1 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24151D,"Other incomplete lesion at T1 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24151S,"Other incomplete lesion at T1 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24152A,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24152D,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24152S,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24153A,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24153D,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24153S,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24154A,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24154D,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24154S,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, sequela",Y,Y,,,110,,
S24159A,"Other incomplete lesion at unspecified level of thoracic spinal cord, initial encounter",Y,Y,,,110,,
S24159D,"Other incomplete lesion at unspecified level of thoracic spinal cord, subsequent encounter",Y,Y,,,110,,
S24159S,"Other incomplete lesion at unspecified level of thoracic spinal cord, sequela",Y,Y,,,110,,
S32000A,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32000B,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32001A,"Stable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32001B,"Stable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32002A,"Unstable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32002B,"Unstable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32008A,"Other fracture of unspecified lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32008B,"Other fracture of unspecified lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32009A,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32009B,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32010A,"Wedge compression fracture of first lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32010B,"Wedge compression fracture of first lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32011A,"Stable burst fracture of first lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32011B,"Stable burst fracture of first lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32012A,"Unstable burst fracture of first lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32012B,"Unstable burst fracture of first lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32018A,"Other fracture of first lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32018B,"Other fracture of first lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32019A,"Unspecified fracture of first lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32019B,"Unspecified fracture of first lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32020A,"Wedge compression fracture of second lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32020B,"Wedge compression fracture of second lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32021A,"Stable burst fracture of second lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32021B,"Stable burst fracture of second lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32022A,"Unstable burst fracture of second lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32022B,"Unstable burst fracture of second lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32028A,"Other fracture of second lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32028B,"Other fracture of second lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32029A,"Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32029B,"Unspecified fracture of second lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32030A,"Wedge compression fracture of third lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32030B,"Wedge compression fracture of third lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32031A,"Stable burst fracture of third lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32031B,"Stable burst fracture of third lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32032A,"Unstable burst fracture of third lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32032B,"Unstable burst fracture of third lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32038A,"Other fracture of third lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32038B,"Other fracture of third lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32039A,"Unspecified fracture of third lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32039B,"Unspecified fracture of third lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32040A,"Wedge compression fracture of fourth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32040B,"Wedge compression fracture of fourth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32041A,"Stable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32041B,"Stable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32042A,"Unstable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32042B,"Unstable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32048A,"Other fracture of fourth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32048B,"Other fracture of fourth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32049A,"Unspecified fracture of fourth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32049B,"Unspecified fracture of fourth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32050A,"Wedge compression fracture of fifth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32050B,"Wedge compression fracture of fifth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32051A,"Stable burst fracture of fifth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32051B,"Stable burst fracture of fifth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32052A,"Unstable burst fracture of fifth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32052B,"Unstable burst fracture of fifth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32058A,"Other fracture of fifth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32058B,"Other fracture of fifth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S32059A,"Unspecified fracture of fifth lumbar vertebra, initial encounter for closed fracture",Y,Y,,,228,,
S32059B,"Unspecified fracture of fifth lumbar vertebra, initial encounter for open fracture",Y,Y,,,228,,
S3210XA,"Unspecified fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S3210XB,"Unspecified fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32110A,"Nondisplaced Zone I fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32110B,"Nondisplaced Zone I fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32111A,"Minimally displaced Zone I fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32111B,"Minimally displaced Zone I fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32112A,"Severely displaced Zone I fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32112B,"Severely displaced Zone I fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32119A,"Unspecified Zone I fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32119B,"Unspecified Zone I fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32120A,"Nondisplaced Zone II fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32120B,"Nondisplaced Zone II fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32121A,"Minimally displaced Zone II fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32121B,"Minimally displaced Zone II fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32122A,"Severely displaced Zone II fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32122B,"Severely displaced Zone II fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32129A,"Unspecified Zone II fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32129B,"Unspecified Zone II fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32130A,"Nondisplaced Zone III fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32130B,"Nondisplaced Zone III fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32131A,"Minimally displaced Zone III fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32131B,"Minimally displaced Zone III fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32132A,"Severely displaced Zone III fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32132B,"Severely displaced Zone III fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S32139A,"Unspecified Zone III fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S32139B,"Unspecified Zone III fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S3214XA,"Type 1 fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S3214XB,"Type 1 fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S3215XA,"Type 2 fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S3215XB,"Type 2 fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S3216XA,"Type 3 fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S3216XB,"Type 3 fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S3217XA,"Type 4 fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S3217XB,"Type 4 fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S3219XA,"Other fracture of sacrum, initial encounter for closed fracture",Y,Y,,,228,,
S3219XB,"Other fracture of sacrum, initial encounter for open fracture",Y,Y,,,228,,
S322XXA,"Fracture of coccyx, initial encounter for closed fracture",Y,Y,,,228,,
S322XXB,"Fracture of coccyx, initial encounter for open fracture",Y,Y,,,228,,
S32301A,"Unspecified fracture of right ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32301B,"Unspecified fracture of right ilium, initial encounter for open fracture",Y,Y,,,226,,
S32302A,"Unspecified fracture of left ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32302B,"Unspecified fracture of left ilium, initial encounter for open fracture",Y,Y,,,226,,
S32309A,"Unspecified fracture of unspecified ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32309B,"Unspecified fracture of unspecified ilium, initial encounter for open fracture",Y,Y,,,226,,
S32311A,"Displaced avulsion fracture of right ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32311B,"Displaced avulsion fracture of right ilium, initial encounter for open fracture",Y,Y,,,226,,
S32312A,"Displaced avulsion fracture of left ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32312B,"Displaced avulsion fracture of left ilium, initial encounter for open fracture",Y,Y,,,226,,
S32313A,"Displaced avulsion fracture of unspecified ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32313B,"Displaced avulsion fracture of unspecified ilium, initial encounter for open fracture",Y,Y,,,226,,
S32314A,"Nondisplaced avulsion fracture of right ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32314B,"Nondisplaced avulsion fracture of right ilium, initial encounter for open fracture",Y,Y,,,226,,
S32315A,"Nondisplaced avulsion fracture of left ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32315B,"Nondisplaced avulsion fracture of left ilium, initial encounter for open fracture",Y,Y,,,226,,
S32316A,"Nondisplaced avulsion fracture of unspecified ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32316B,"Nondisplaced avulsion fracture of unspecified ilium, initial encounter for open fracture",Y,Y,,,226,,
S32391A,"Other fracture of right ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32391B,"Other fracture of right ilium, initial encounter for open fracture",Y,Y,,,226,,
S32392A,"Other fracture of left ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32392B,"Other fracture of left ilium, initial encounter for open fracture",Y,Y,,,226,,
S32399A,"Other fracture of unspecified ilium, initial encounter for closed fracture",Y,Y,,,226,,
S32399B,"Other fracture of unspecified ilium, initial encounter for open fracture",Y,Y,,,226,,
S32401A,"Unspecified fracture of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32401B,"Unspecified fracture of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32402A,"Unspecified fracture of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32402B,"Unspecified fracture of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32409A,"Unspecified fracture of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32409B,"Unspecified fracture of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32411A,"Displaced fracture of anterior wall of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32411B,"Displaced fracture of anterior wall of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32412A,"Displaced fracture of anterior wall of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32412B,"Displaced fracture of anterior wall of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32413A,"Displaced fracture of anterior wall of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32413B,"Displaced fracture of anterior wall of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32414A,"Nondisplaced fracture of anterior wall of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32414B,"Nondisplaced fracture of anterior wall of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32415A,"Nondisplaced fracture of anterior wall of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32415B,"Nondisplaced fracture of anterior wall of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32416A,"Nondisplaced fracture of anterior wall of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32416B,"Nondisplaced fracture of anterior wall of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32421A,"Displaced fracture of posterior wall of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32421B,"Displaced fracture of posterior wall of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32422A,"Displaced fracture of posterior wall of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32422B,"Displaced fracture of posterior wall of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32423A,"Displaced fracture of posterior wall of unspecified acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32423B,"Displaced fracture of posterior wall of unspecified acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32424A,"Nondisplaced fracture of posterior wall of right acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32424B,"Nondisplaced fracture of posterior wall of right acetabulum, initial encounter for open fracture",Y,Y,,,226,,
S32425A,"Nondisplaced fracture of posterior wall of left acetabulum, initial encounter for closed fracture",Y,Y,,,226,,
S32425B,"Nondisplaced fracture of posterior wall of left acetabulum, initial encounter for open fracture",Y,Y,,,226,,
