model,metal_level,factor_type,factor_key,factor_label,coefficient
adult,bronze,rxc,"RXC07xHCC018,019,020,021",Additional effect for enrollees with RXC 07 and (HCC 018 or 019 or 020 or 021),-0.102
adult,catastrophic,rxc,"RXC07xHCC018,019,020,021",Additional effect for enrollees with RXC 07 and (HCC 018 or 019 or 020 or 021),-0.094
adult,platinum,rxc,RXC08xHCC118,Additional effect for enrollees with RXC 08 and HCC 118,-0.690
adult,gold,rxc,RXC08xHCC118,Additional effect for enrollees with RXC 08 and HCC 118,-0.371
adult,silver,rxc,RXC08xHCC118,Additional effect for enrollees with RXC 08 and HCC 118,-0.137
adult,bronze,rxc,RXC08xHCC118,Additional effect for enrollees with RXC 08 and HCC 118,0.193
adult,catastrophic,rxc,RXC08xHCC118,Additional effect for enrollees with RXC 08 and HCC 118,0.271
adult,platinum,rxc,RXC09xHCC056or057and048or041,Additional effect for enrollees with RXC 09 and (HCC 048 or 041) and (HCC 056 or 057),0.444
adult,gold,rxc,RXC09xHCC056or057and048or041,Additional effect for enrollees with RXC 09 and (HCC 048 or 041) and (HCC 056 or 057),0.504
adult,silver,rxc,RXC09xHCC056or057and048or041,Additional effect for enrollees with RXC 09 and (HCC 048 or 041) and (HCC 056 or 057),0.555
adult,bronze,rxc,RXC09xHCC056or057and048or041,Additional effect for enrollees with RXC 09 and (HCC 048 or 041) and (HCC 056 or 057),0.632
adult,catastrophic,rxc,RXC09xHCC056or057and048or041,Additional effect for enrollees with RXC 09 and (HCC 048 or 041) and (HCC 056 or 057),0.647
adult,platinum,rxc,RXC09xHCC056,Additional effect for enrollees with RXC 09 and HCC 056,-1.220
adult,gold,rxc,RXC09xHCC056,Additional effect for enrollees with RXC 09 and HCC 056,-1.126
adult,silver,rxc,RXC09xHCC056,Additional effect for enrollees with RXC 09 and HCC 056,-1.066
adult,bronze,rxc,RXC09xHCC056,Additional effect for enrollees with RXC 09 and HCC 056,-0.987
adult,catastrophic,rxc,RXC09xHCC056,Additional effect for enrollees with RXC 09 and HCC 056,-0.974
adult,platinum,rxc,RXC09xHCC057,Additional effect for enrollees with RXC 09 and HCC 057,-0.360
adult,gold,rxc,RXC09xHCC057,Additional effect for enrollees with RXC 09 and HCC 057,-0.294
adult,silver,rxc,RXC09xHCC057,Additional effect for enrollees with RXC 09 and HCC 057,-0.219
adult,bronze,rxc,RXC09xHCC057,Additional effect for enrollees with RXC 09 and HCC 057,-0.123
adult,catastrophic,rxc,RXC09xHCC057,Additional effect for enrollees with RXC 09 and HCC 057,-0.103
adult,platinum,rxc,"RXC09xHCC048,041",Additional effect for enrollees with RXC 09 and (HCC 048 or 041),-0.102
adult,gold,rxc,"RXC09xHCC048,041",Additional effect for enrollees with RXC 09 and (HCC 048 or 041),-0.013
adult,silver,rxc,"RXC09xHCC048,041",Additional effect for enrollees with RXC 09 and (HCC 048 or 041),0.053
adult,bronze,rxc,"RXC09xHCC048,041",Additional effect for enrollees with RXC 09 and (HCC 048 or 041),0.153
adult,catastrophic,rxc,"RXC09xHCC048,041",Additional effect for enrollees with RXC 09 and (HCC 048 or 041),0.174
adult,platinum,rxc,"RXC10xHCC159,158",Additional effect for enrollees with RXC 10 and (HCC 159 or 158),42.845
adult,gold,rxc,"RXC10xHCC159,158",Additional effect for enrollees with RXC 10 and (HCC 159 or 158),42.904
adult,silver,rxc,"RXC10xHCC159,158",Additional effect for enrollees with RXC 10 and (HCC 159 or 158),42.990
adult,bronze,rxc,"RXC10xHCC159,158",Additional effect for enrollees with RXC 10 and (HCC 159 or 158),43.099
adult,catastrophic,rxc,"RXC10xHCC159,158",Additional effect for enrollees with RXC 10 and (HCC 159 or 158),43.122
child,platinum,demographic,"Age 2-4, Male","Age 2-4, Male",0.275
child,gold,demographic,"Age 2-4, Male","Age 2-4, Male",0.197
child,silver,demographic,"Age 2-4, Male","Age 2-4, Male",0.147
child,bronze,demographic,"Age 2-4, Male","Age 2-4, Male",0.110
child,catastrophic,demographic,"Age 2-4, Male","Age 2-4, Male",0.103
child,platinum,demographic,"Age 5-9, Male","Age 5-9, Male",0.206
child,gold,demographic,"Age 5-9, Male","Age 5-9, Male",0.139
child,silver,demographic,"Age 5-9, Male","Age 5-9, Male",0.100
child,bronze,demographic,"Age 5-9, Male","Age 5-9, Male",0.076
child,catastrophic,demographic,"Age 5-9, Male","Age 5-9, Male",0.071
child,platinum,demographic,"Age 10-14, Male","Age 10-14, Male",0.218
child,gold,demographic,"Age 10-14, Male","Age 10-14, Male",0.153
child,silver,demographic,"Age 10-14, Male","Age 10-14, Male",0.113
child,bronze,demographic,"Age 10-14, Male","Age 10-14, Male",0.089
child,catastrophic,demographic,"Age 10-14, Male","Age 10-14, Male",0.085
child,platinum,demographic,"Age 15-20, Male","Age 15-20, Male",0.253
child,gold,demographic,"Age 15-20, Male","Age 15-20, Male",0.182
child,silver,demographic,"Age 15-20, Male","Age 15-20, Male",0.135
child,bronze,demographic,"Age 15-20, Male","Age 15-20, Male",0.101
child,catastrophic,demographic,"Age 15-20, Male","Age 15-20, Male",0.095
child,platinum,demographic,"Age 2-4, Female","Age 2-4, Female",0.222
child,gold,demographic,"Age 2-4, Female","Age 2-4, Female",0.152
child,silver,demographic,"Age 2-4, Female","Age 2-4, Female",0.112
child,bronze,demographic,"Age 2-4, Female","Age 2-4, Female",0.087
child,catastrophic,demographic,"Age 2-4, Female","Age 2-4, Female",0.081
child,platinum,demographic,"Age 5-9, Female","Age 5-9, Female",0.153
child,gold,demographic,"Age 5-9, Female","Age 5-9, Female",0.090
child,silver,demographic,"Age 5-9, Female","Age 5-9, Female",0.058
child,bronze,demographic,"Age 5-9, Female","Age 5-9, Female",0.040
child,catastrophic,demographic,"Age 5-9, Female","Age 5-9, Female",0.036
child,platinum,demographic,"Age 10-14, Female","Age 10-14, Female",0.221
child,gold,demographic,"Age 10-14, Female","Age 10-14, Female",0.155
child,silver,demographic,"Age 10-14, Female","Age 10-14, Female",0.115
child,bronze,demographic,"Age 10-14, Female","Age 10-14, Female",0.091
child,catastrophic,demographic,"Age 10-14, Female","Age 10-14, Female",0.088
child,platinum,demographic,"Age 15-20, Female","Age 15-20, Female",0.286
child,gold,demographic,"Age 15-20, Female","Age 15-20, Female",0.200
child,silver,demographic,"Age 15-20, Female","Age 15-20, Female",0.136
child,bronze,demographic,"Age 15-20, Female","Age 15-20, Female",0.090
child,catastrophic,demographic,"Age 15-20, Female","Age 15-20, Female",0.081
child,platinum,diagnosis,HCC001,HIV/AIDS,4.433
child,gold,diagnosis,HCC001,HIV/AIDS,4.021
child,silver,diagnosis,HCC001,HIV/AIDS,3.934
child,bronze,diagnosis,HCC001,HIV/AIDS,3.745
child,catastrophic,diagnosis,HCC001,HIV/AIDS,3.738
child,platinum,diagnosis,HCC002,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",15.157
child,gold,diagnosis,HCC002,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",14.968
child,silver,diagnosis,HCC002,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",14.893
child,bronze,diagnosis,HCC002,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",14.776
child,catastrophic,diagnosis,HCC002,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",14.765
child,platinum,diagnosis,HCC003,"Central Nervous System Infections, Except Viral Meningitis",14.259
child,gold,diagnosis,HCC003,"Central Nervous System Infections, Except Viral Meningitis",14.125
child,silver,diagnosis,HCC003,"Central Nervous System Infections, Except Viral Meningitis",14.066
child,bronze,diagnosis,HCC003,"Central Nervous System Infections, Except Viral Meningitis",13.984
child,catastrophic,diagnosis,HCC003,"Central Nervous System Infections, Except Viral Meningitis",13.973
child,platinum,diagnosis,HCC004,Viral or Unspecified Meningitis,13.862
child,gold,diagnosis,HCC004,Viral or Unspecified Meningitis,13.735
child,silver,diagnosis,HCC004,Viral or Unspecified Meningitis,13.668
child,bronze,diagnosis,HCC004,Viral or Unspecified Meningitis,13.575
child,catastrophic,diagnosis,HCC004,Viral or Unspecified Meningitis,13.559
child,platinum,diagnosis,HCC006,Opportunistic Infections,19.550
child,gold,diagnosis,HCC006,Opportunistic Infections,19.503
child,silver,diagnosis,HCC006,Opportunistic Infections,19.430
child,bronze,diagnosis,HCC006,Opportunistic Infections,19.350
child,catastrophic,diagnosis,HCC006,Opportunistic Infections,19.334
child,platinum,diagnosis,HCC008,Metastatic Cancer,31.113
child,gold,diagnosis,HCC008,Metastatic Cancer,30.879
child,silver,diagnosis,HCC008,Metastatic Cancer,30.818
child,bronze,diagnosis,HCC008,Metastatic Cancer,30.711
child,catastrophic,diagnosis,HCC008,Metastatic Cancer,30.705
child,platinum,diagnosis,HCC009,"Lung, Brain, and Other Severe Cancers, Including Pediatric Acute Lymphoid Leukemia",9.342
child,gold,diagnosis,HCC009,"Lung, Brain, and Other Severe Cancers, Including Pediatric Acute Lymphoid Leukemia",9.119
child,silver,diagnosis,HCC009,"Lung, Brain, and Other Severe Cancers, Including Pediatric Acute Lymphoid Leukemia",9.022
child,bronze,diagnosis,HCC009,"Lung, Brain, and Other Severe Cancers, Including Pediatric Acute Lymphoid Leukemia",8.874
child,catastrophic,diagnosis,HCC009,"Lung, Brain, and Other Severe Cancers, Including Pediatric Acute Lymphoid Leukemia",8.855
child,platinum,diagnosis,HCC010,Non-Hodgkin Lymphomas and Other Cancers and Tumors,8.439
child,gold,diagnosis,HCC010,Non-Hodgkin Lymphomas and Other Cancers and Tumors,8.247
child,silver,diagnosis,HCC010,Non-Hodgkin Lymphomas and Other Cancers and Tumors,8.142
child,bronze,diagnosis,HCC010,Non-Hodgkin Lymphomas and Other Cancers and Tumors,7.988
child,catastrophic,diagnosis,HCC010,Non-Hodgkin Lymphomas and Other Cancers and Tumors,7.962
child,platinum,diagnosis,HCC011,"Colorectal, Breast (Age < 50), Kidney, and Other Cancers",4.085
child,gold,diagnosis,HCC011,"Colorectal, Breast (Age < 50), Kidney, and Other Cancers",3.945
child,silver,diagnosis,HCC011,"Colorectal, Breast (Age < 50), Kidney, and Other Cancers",3.863
child,bronze,diagnosis,HCC011,"Colorectal, Breast (Age < 50), Kidney, and Other Cancers",3.739
child,catastrophic,diagnosis,HCC011,"Colorectal, Breast (Age < 50), Kidney, and Other Cancers",3.715
child,platinum,diagnosis,HCC012,"Breast (Age 50+) and Prostate Cancer, Benign/Uncertain Brain Tumors, and Other Cancers and Tumors",4.085
child,gold,diagnosis,HCC012,"Breast (Age 50+) and Prostate Cancer, Benign/Uncertain Brain Tumors, and Other Cancers and Tumors",3.945
child,silver,diagnosis,HCC012,"Breast (Age 50+) and Prostate Cancer, Benign/Uncertain Brain Tumors, and Other Cancers and Tumors",3.863
child,bronze,diagnosis,HCC012,"Breast (Age 50+) and Prostate Cancer, Benign/Uncertain Brain Tumors, and Other Cancers and Tumors",3.739
child,catastrophic,diagnosis,HCC012,"Breast (Age 50+) and Prostate Cancer, Benign/Uncertain Brain Tumors, and Other Cancers and Tumors",3.715
child,platinum,diagnosis,HCC013,"Thyroid Cancer, Melanoma, Neurofibromatosis, and Other Cancers and Tumors",1.309
child,gold,diagnosis,HCC013,"Thyroid Cancer, Melanoma, Neurofibromatosis, and Other Cancers and Tumors",1.199
child,silver,diagnosis,HCC013,"Thyroid Cancer, Melanoma, Neurofibromatosis, and Other Cancers and Tumors",1.105
child,bronze,diagnosis,HCC013,"Thyroid Cancer, Melanoma, Neurofibromatosis, and Other Cancers and Tumors",0.987
child,catastrophic,diagnosis,HCC013,"Thyroid Cancer, Melanoma, Neurofibromatosis, and Other Cancers and Tumors",0.963
child,platinum,diagnosis,HCC018,Pancreas Transplant Status,12.113
child,gold,diagnosis,HCC018,Pancreas Transplant Status,12.102
child,silver,diagnosis,HCC018,Pancreas Transplant Status,12.086
child,bronze,diagnosis,HCC018,Pancreas Transplant Status,12.073
child,catastrophic,diagnosis,HCC018,Pancreas Transplant Status,12.068
child,platinum,diagnosis,HCC019,Diabetes with Acute Complications,2.221
child,gold,diagnosis,HCC019,Diabetes with Acute Complications,1.995
child,silver,diagnosis,HCC019,Diabetes with Acute Complications,1.784
child,bronze,diagnosis,HCC019,Diabetes with Acute Complications,1.480
child,catastrophic,diagnosis,HCC019,Diabetes with Acute Complications,1.431
child,platinum,diagnosis,HCC020,Diabetes with Chronic Complications,2.221
child,gold,diagnosis,HCC020,Diabetes with Chronic Complications,1.995
child,silver,diagnosis,HCC020,Diabetes with Chronic Complications,1.784
child,bronze,diagnosis,HCC020,Diabetes with Chronic Complications,1.480
child,catastrophic,diagnosis,HCC020,Diabetes with Chronic Complications,1.431
child,platinum,diagnosis,HCC021,Diabetes without Complication,2.221
child,gold,diagnosis,HCC021,Diabetes without Complication,1.995
child,silver,diagnosis,HCC021,Diabetes without Complication,1.784
child,bronze,diagnosis,HCC021,Diabetes without Complication,1.480
child,catastrophic,diagnosis,HCC021,Diabetes without Complication,1.431
child,platinum,diagnosis,HCC023,Protein-Calorie Malnutrition,19.116
child,gold,diagnosis,HCC023,Protein-Calorie Malnutrition,19.000
child,silver,diagnosis,HCC023,Protein-Calorie Malnutrition,18.960
child,bronze,diagnosis,HCC023,Protein-Calorie Malnutrition,18.905
child,catastrophic,diagnosis,HCC023,Protein-Calorie Malnutrition,18.897
child,platinum,diagnosis,HCC026,Mucopolysaccharidosis,30.869
child,gold,diagnosis,HCC026,Mucopolysaccharidosis,30.640
child,silver,diagnosis,HCC026,Mucopolysaccharidosis,30.595
child,bronze,diagnosis,HCC026,Mucopolysaccharidosis,30.494
child,catastrophic,diagnosis,HCC026,Mucopolysaccharidosis,30.492
child,platinum,diagnosis,HCC027,Lipidoses and Glycogenosis,30.869
child,gold,diagnosis,HCC027,Lipidoses and Glycogenosis,30.640
child,silver,diagnosis,HCC027,Lipidoses and Glycogenosis,30.595
child,bronze,diagnosis,HCC027,Lipidoses and Glycogenosis,30.494
child,catastrophic,diagnosis,HCC027,Lipidoses and Glycogenosis,30.492
child,platinum,diagnosis,HCC028,"Congenital Metabolic Disorders, Not Elsewhere Classified",4.743
child,gold,diagnosis,HCC028,"Congenital Metabolic Disorders, Not Elsewhere Classified",4.634
child,silver,diagnosis,HCC028,"Congenital Metabolic Disorders, Not Elsewhere Classified",4.577
child,bronze,diagnosis,HCC028,"Congenital Metabolic Disorders, Not Elsewhere Classified",4.501
child,catastrophic,diagnosis,HCC028,"Congenital Metabolic Disorders, Not Elsewhere Classified",4.489
child,platinum,diagnosis,HCC029,"Amyloidosis, Porphyria, and Other Metabolic Disorders",4.743
child,gold,diagnosis,HCC029,"Amyloidosis, Porphyria, and Other Metabolic Disorders",4.634
child,silver,diagnosis,HCC029,"Amyloidosis, Porphyria, and Other Metabolic Disorders",4.577
child,bronze,diagnosis,HCC029,"Amyloidosis, Porphyria, and Other Metabolic Disorders",4.501
child,catastrophic,diagnosis,HCC029,"Amyloidosis, Porphyria, and Other Metabolic Disorders",4.489
child,platinum,diagnosis,HCC030,"Adrenal, Pituitary, and Other Significant Endocrine Disorders",5.040
child,gold,diagnosis,HCC030,"Adrenal, Pituitary, and Other Significant Endocrine Disorders",4.820
child,silver,diagnosis,HCC030,"Adrenal, Pituitary, and Other Significant Endocrine Disorders",4.751
child,bronze,diagnosis,HCC030,"Adrenal, Pituitary, and Other Significant Endocrine Disorders",4.645
child,catastrophic,diagnosis,HCC030,"Adrenal, Pituitary, and Other Significant Endocrine Disorders",4.637
child,platinum,diagnosis,HCC034,Liver Transplant Status/Complications,12.113
child,gold,diagnosis,HCC034,Liver Transplant Status/Complications,12.102
child,silver,diagnosis,HCC034,Liver Transplant Status/Complications,12.086
child,bronze,diagnosis,HCC034,Liver Transplant Status/Complications,12.073
child,catastrophic,diagnosis,HCC034,Liver Transplant Status/Complications,12.068
child,platinum,diagnosis,HCC035_1,"Acute Liver Failure/Disease, Including Neonatal Hepatitis",9.375
child,gold,diagnosis,HCC035_1,"Acute Liver Failure/Disease, Including Neonatal Hepatitis",9.241
child,silver,diagnosis,HCC035_1,"Acute Liver Failure/Disease, Including Neonatal Hepatitis",9.204
child,bronze,diagnosis,HCC035_1,"Acute Liver Failure/Disease, Including Neonatal Hepatitis",9.133
child,catastrophic,diagnosis,HCC035_1,"Acute Liver Failure/Disease, Including Neonatal Hepatitis",9.122
child,platinum,diagnosis,HCC035_2,Chronic Liver Failure/End-Stage Liver Disorders,7.833
child,gold,diagnosis,HCC035_2,Chronic Liver Failure/End-Stage Liver Disorders,7.687
child,silver,diagnosis,HCC035_2,Chronic Liver Failure/End-Stage Liver Disorders,7.638
child,bronze,diagnosis,HCC035_2,Chronic Liver Failure/End-Stage Liver Disorders,7.550
child,catastrophic,diagnosis,HCC035_2,Chronic Liver Failure/End-Stage Liver Disorders,7.537
child,platinum,diagnosis,HCC036,Cirrhosis of Liver,3.898
child,gold,diagnosis,HCC036,Cirrhosis of Liver,3.779
child,silver,diagnosis,HCC036,Cirrhosis of Liver,3.717
child,bronze,diagnosis,HCC036,Cirrhosis of Liver,3.629
child,catastrophic,diagnosis,HCC036,Cirrhosis of Liver,3.615
child,platinum,diagnosis,HCC037_1,Chronic Viral Hepatitis C,1.171
child,gold,diagnosis,HCC037_1,Chronic Viral Hepatitis C,1.067
child,silver,diagnosis,HCC037_1,Chronic Viral Hepatitis C,0.995
child,bronze,diagnosis,HCC037_1,Chronic Viral Hepatitis C,0.910
child,catastrophic,diagnosis,HCC037_1,Chronic Viral Hepatitis C,0.895
child,platinum,diagnosis,HCC037_2,"Chronic Hepatitis, Except Chronic Viral Hepatitis C",0.473
child,gold,diagnosis,HCC037_2,"Chronic Hepatitis, Except Chronic Viral Hepatitis C",0.401
child,silver,diagnosis,HCC037_2,"Chronic Hepatitis, Except Chronic Viral Hepatitis C",0.326
child,bronze,diagnosis,HCC037_2,"Chronic Hepatitis, Except Chronic Viral Hepatitis C",0.239
child,catastrophic,diagnosis,HCC037_2,"Chronic Hepatitis, Except Chronic Viral Hepatitis C",0.218
child,platinum,diagnosis,HCC041,Intestine Transplant Status/Complications,14.936
child,gold,diagnosis,HCC041,Intestine Transplant Status/Complications,14.859
child,silver,diagnosis,HCC041,Intestine Transplant Status/Complications,14.793
child,bronze,diagnosis,HCC041,Intestine Transplant Status/Complications,14.709
child,catastrophic,diagnosis,HCC041,Intestine Transplant Status/Complications,14.693
child,platinum,diagnosis,HCC042,Peritonitis/Gastrointestinal Perforation/Necrotizing Enterocolitis,18.317
child,gold,diagnosis,HCC042,Peritonitis/Gastrointestinal Perforation/Necrotizing Enterocolitis,18.056
child,silver,diagnosis,HCC042,Peritonitis/Gastrointestinal Perforation/Necrotizing Enterocolitis,18.005
child,bronze,diagnosis,HCC042,Peritonitis/Gastrointestinal Perforation/Necrotizing Enterocolitis,17.906
child,catastrophic,diagnosis,HCC042,Peritonitis/Gastrointestinal Perforation/Necrotizing Enterocolitis,17.903
child,platinum,diagnosis,HCC045,Intestinal Obstruction,4.522
child,gold,diagnosis,HCC045,Intestinal Obstruction,4.352
child,silver,diagnosis,HCC045,Intestinal Obstruction,4.262
child,bronze,diagnosis,HCC045,Intestinal Obstruction,4.128
child,catastrophic,diagnosis,HCC045,Intestinal Obstruction,4.109
child,platinum,diagnosis,HCC046,Chronic Pancreatitis,8.308
child,gold,diagnosis,HCC046,Chronic Pancreatitis,8.160
child,silver,diagnosis,HCC046,Chronic Pancreatitis,8.109
child,bronze,diagnosis,HCC046,Chronic Pancreatitis,8.012
child,catastrophic,diagnosis,HCC046,Chronic Pancreatitis,7.998
child,platinum,diagnosis,HCC047,Acute Pancreatitis,6.026
child,gold,diagnosis,HCC047,Acute Pancreatitis,5.806
child,silver,diagnosis,HCC047,Acute Pancreatitis,5.717
child,bronze,diagnosis,HCC047,Acute Pancreatitis,5.565
child,catastrophic,diagnosis,HCC047,Acute Pancreatitis,5.547
child,platinum,diagnosis,HCC048,Inflammatory Bowel Disease,10.352
child,gold,diagnosis,HCC048,Inflammatory Bowel Disease,9.970
child,silver,diagnosis,HCC048,Inflammatory Bowel Disease,9.879
child,bronze,diagnosis,HCC048,Inflammatory Bowel Disease,9.691
child,catastrophic,diagnosis,HCC048,Inflammatory Bowel Disease,9.676
child,platinum,diagnosis,HCC054,Necrotizing Fasciitis,4.288
child,gold,diagnosis,HCC054,Necrotizing Fasciitis,4.095
child,silver,diagnosis,HCC054,Necrotizing Fasciitis,4.002
child,bronze,diagnosis,HCC054,Necrotizing Fasciitis,3.869
child,catastrophic,diagnosis,HCC054,Necrotizing Fasciitis,3.852
child,platinum,diagnosis,HCC055,Bone/Joint/Muscle Infections/Necrosis,4.288
child,gold,diagnosis,HCC055,Bone/Joint/Muscle Infections/Necrosis,4.095
child,silver,diagnosis,HCC055,Bone/Joint/Muscle Infections/Necrosis,4.002
child,bronze,diagnosis,HCC055,Bone/Joint/Muscle Infections/Necrosis,3.869
child,catastrophic,diagnosis,HCC055,Bone/Joint/Muscle Infections/Necrosis,3.852
child,platinum,diagnosis,HCC056,Rheumatoid Arthritis and Specified Autoimmune Disorders,4.773
child,gold,diagnosis,HCC056,Rheumatoid Arthritis and Specified Autoimmune Disorders,4.527
child,silver,diagnosis,HCC056,Rheumatoid Arthritis and Specified Autoimmune Disorders,4.447
child,bronze,diagnosis,HCC056,Rheumatoid Arthritis and Specified Autoimmune Disorders,4.318
child,catastrophic,diagnosis,HCC056,Rheumatoid Arthritis and Specified Autoimmune Disorders,4.307
child,platinum,diagnosis,HCC057,Systemic Lupus Erythematosus and Other Autoimmune Disorders,0.975
child,gold,diagnosis,HCC057,Systemic Lupus Erythematosus and Other Autoimmune Disorders,0.876
child,silver,diagnosis,HCC057,Systemic Lupus Erythematosus and Other Autoimmune Disorders,0.784
child,bronze,diagnosis,HCC057,Systemic Lupus Erythematosus and Other Autoimmune Disorders,0.671
child,catastrophic,diagnosis,HCC057,Systemic Lupus Erythematosus and Other Autoimmune Disorders,0.650
child,platinum,diagnosis,HCC061,Osteogenesis Imperfecta and Other Osteodystrophy's,1.213
child,gold,diagnosis,HCC061,Osteogenesis Imperfecta and Other Osteodystrophy's,1.112
child,silver,diagnosis,HCC061,Osteogenesis Imperfecta and Other Osteodystrophy's,1.041
child,bronze,diagnosis,HCC061,Osteogenesis Imperfecta and Other Osteodystrophy's,0.953
child,catastrophic,diagnosis,HCC061,Osteogenesis Imperfecta and Other Osteodystrophy's,0.939
child,platinum,diagnosis,HCC062,Congenital/Developmental Skeletal and Connective Tissue Disorders,1.213
child,gold,diagnosis,HCC062,Congenital/Developmental Skeletal and Connective Tissue Disorders,1.112
child,silver,diagnosis,HCC062,Congenital/Developmental Skeletal and Connective Tissue Disorders,1.041
child,bronze,diagnosis,HCC062,Congenital/Developmental Skeletal and Connective Tissue Disorders,0.953
child,catastrophic,diagnosis,HCC062,Congenital/Developmental Skeletal and Connective Tissue Disorders,0.939
child,platinum,diagnosis,HCC063,Cleft Lip/Cleft Palate,0.884
child,gold,diagnosis,HCC063,Cleft Lip/Cleft Palate,0.762
child,silver,diagnosis,HCC063,Cleft Lip/Cleft Palate,0.665
child,bronze,diagnosis,HCC063,Cleft Lip/Cleft Palate,0.541
child,catastrophic,diagnosis,HCC063,Cleft Lip/Cleft Palate,0.519
child,platinum,diagnosis,HCC066,Hemophilia,62.038
child,gold,diagnosis,HCC066,Hemophilia,61.611
child,silver,diagnosis,HCC066,Hemophilia,61.536
child,bronze,diagnosis,HCC066,Hemophilia,61.362
child,catastrophic,diagnosis,HCC066,Hemophilia,61.352
child,platinum,diagnosis,HCC067,Myelodysplastic Syndromes and Myelofibrosis,12.776
child,gold,diagnosis,HCC067,Myelodysplastic Syndromes and Myelofibrosis,12.621
child,silver,diagnosis,HCC067,Myelodysplastic Syndromes and Myelofibrosis,12.565
child,bronze,diagnosis,HCC067,Myelodysplastic Syndromes and Myelofibrosis,12.478
child,catastrophic,diagnosis,HCC067,Myelodysplastic Syndromes and Myelofibrosis,12.468
child,platinum,diagnosis,HCC068,Aplastic Anemia,12.776
child,gold,diagnosis,HCC068,Aplastic Anemia,12.621
child,silver,diagnosis,HCC068,Aplastic Anemia,12.565
child,bronze,diagnosis,HCC068,Aplastic Anemia,12.478
child,catastrophic,diagnosis,HCC068,Aplastic Anemia,12.468
child,platinum,diagnosis,HCC069,"Acquired Hemolytic Anemia, Including Hemolytic Disease of Newborn",12.776
child,gold,diagnosis,HCC069,"Acquired Hemolytic Anemia, Including Hemolytic Disease of Newborn",12.621
child,silver,diagnosis,HCC069,"Acquired Hemolytic Anemia, Including Hemolytic Disease of Newborn",12.565
child,bronze,diagnosis,HCC069,"Acquired Hemolytic Anemia, Including Hemolytic Disease of Newborn",12.478
child,catastrophic,diagnosis,HCC069,"Acquired Hemolytic Anemia, Including Hemolytic Disease of Newborn",12.468
child,platinum,diagnosis,HCC070,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,3.334
child,gold,diagnosis,HCC070,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,3.185
child,silver,diagnosis,HCC070,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,3.102
child,bronze,diagnosis,HCC070,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,2.993
child,catastrophic,diagnosis,HCC070,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,2.975
child,platinum,diagnosis,HCC071,"Sickle-Cell Disorders, Except Sickle-Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major",3.334
child,gold,diagnosis,HCC071,"Sickle-Cell Disorders, Except Sickle-Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major",3.185
child,silver,diagnosis,HCC071,"Sickle-Cell Disorders, Except Sickle-Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major",3.102
child,bronze,diagnosis,HCC071,"Sickle-Cell Disorders, Except Sickle-Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major",2.993
child,catastrophic,diagnosis,HCC071,"Sickle-Cell Disorders, Except Sickle-Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major",2.975
child,platinum,diagnosis,HCC073,Combined and Other Severe Immunodeficiencies,5.418
child,gold,diagnosis,HCC073,Combined and Other Severe Immunodeficiencies,5.282
child,silver,diagnosis,HCC073,Combined and Other Severe Immunodeficiencies,5.226
child,bronze,diagnosis,HCC073,Combined and Other Severe Immunodeficiencies,5.136
child,catastrophic,diagnosis,HCC073,Combined and Other Severe Immunodeficiencies,5.125
child,platinum,diagnosis,HCC074,Disorders of the Immune Mechanism,5.418
child,gold,diagnosis,HCC074,Disorders of the Immune Mechanism,5.282
child,silver,diagnosis,HCC074,Disorders of the Immune Mechanism,5.226
child,bronze,diagnosis,HCC074,Disorders of the Immune Mechanism,5.136
child,catastrophic,diagnosis,HCC074,Disorders of the Immune Mechanism,5.125
child,platinum,diagnosis,HCC075,Coagulation Defects and Other Specified Hematological Disorders,3.928
child,gold,diagnosis,HCC075,Coagulation Defects and Other Specified Hematological Disorders,3.823
child,silver,diagnosis,HCC075,Coagulation Defects and Other Specified Hematological Disorders,3.755
child,bronze,diagnosis,HCC075,Coagulation Defects and Other Specified Hematological Disorders,3.667
child,catastrophic,diagnosis,HCC075,Coagulation Defects and Other Specified Hematological Disorders,3.652
child,platinum,diagnosis,HCC081,Drug Use with Psychotic Complications,2.335
child,gold,diagnosis,HCC081,Drug Use with Psychotic Complications,2.193
child,silver,diagnosis,HCC081,Drug Use with Psychotic Complications,2.103
child,bronze,diagnosis,HCC081,Drug Use with Psychotic Complications,1.970
child,catastrophic,diagnosis,HCC081,Drug Use with Psychotic Complications,1.948
